item_code,eod_date,price_open,price_high,price_low,count_trade,price_close
5930,2015-02-25,27700,27780,27280,10863250,27340
5930,2015-02-24,27560,27800,27320,15301800,27340
5930,2015-02-23,27480,27540,27280,5745000,27540
5930,2015-02-17,27360,27480,27220,6226500,27480
5930,2015-02-16,27200,27220,26900,6522900,27220
5930,2015-02-13,26800,27160,26620,10748200,26880
5930,2015-02-12,27480,27480,27080,9973800,27100
5930,2015-02-11,28000,28000,27540,6519350,27560
5930,2015-02-10,27200,27980,27140,8693500,27900
5930,2015-02-09,26920,27480,26720,8005050,27440
5930,2015-02-06,27180,27380,26920,6770400,27160
5930,2015-02-05,27500,27620,27180,9328900,27180
5930,2015-02-04,27600,27600,27180,5654400,27320
5930,2015-02-03,27300,27540,27120,10521000,27360
5930,2015-02-02,27200,27540,27200,16110000,27300
5930,2015-01-30,27360,27900,27140,13702250,27200
5930,2015-01-29,27720,27800,27480,10831500,27560
5930,2015-01-28,27500,28000,27480,9957200,28000
5930,2015-01-27,27500,27900,27280,10153500,27780
5930,2015-01-26,28000,28000,27540,12858750,27720
5930,2015-01-23,27960,27980,27560,17957700,27560
5930,2015-01-22,27340,27900,27200,16612650,27900
5930,2015-01-21,27000,27440,26900,13278050,27440
5930,2015-01-20,26580,26980,26400,6672950,26860
5930,2015-01-19,26680,26680,26260,13568500,26320
5930,2015-01-16,26900,26980,26580,14103900,26680
5930,2015-01-15,26780,27100,26700,14332250,26900
5930,2015-01-14,26280,26800,26000,12293400,26780
5930,2015-01-13,26260,26380,26020,8325400,26320
5930,2015-01-12,26280,26440,26280,9312400,26280
5930,2015-01-09,26780,26780,26200,14477600,26280
5930,2015-01-08,25880,26220,25640,14322750,26140
5930,2015-01-07,26300,26340,25760,15235500,25900
5930,2015-01-06,26720,26720,26260,10139500,26660
5930,2015-01-05,26800,26800,26540,8774950,26600
5930,2015-01-02,26600,26700,26420,10649100,26540
5930,2014-12-30,26900,26940,26580,9637450,26580
5930,2014-12-29,26860,27100,26860,11488100,27040
5930,2014-12-26,26780,26860,26780,6257000,26860
5930,2014-12-24,26920,26980,26740,10976350,26780
5930,2014-12-23,26900,26940,26360,17943850,26900
5930,2014-12-22,25880,26560,25740,18356500,26560
5930,2014-12-19,25320,25580,25040,11808250,25320
5930,2014-12-18,25580,25660,25060,13088650,25320
5930,2014-12-17,25400,25780,25360,12894750,25580
5930,2014-12-16,25600,25600,25200,14337950,25460
5930,2014-12-15,26060,26080,25480,14397250,25720
5930,2014-12-12,26340,26380,25880,20490850,26100
5930,2014-12-11,26920,26920,26340,15977800,26340
5930,2014-12-10,26380,27140,26380,13553100,26980
5930,2014-12-09,26060,26420,26040,7916550,26380
5930,2014-12-08,26280,26280,26000,5637800,26040
5930,2014-12-05,26040,26060,25960,8871350,26000
5930,2014-12-04,26000,26020,25900,9735500,25960
5930,2014-12-03,25900,25900,25320,9222700,25900
5930,2014-12-02,25880,25960,25740,12866850,25900
5930,2014-12-01,25900,25920,25480,9844550,25740
5930,2014-11-28,25460,26020,25280,44377800,25280
5930,2014-11-27,23800,24220,23640,12287900,24020
5930,2014-11-26,24480,24480,23800,17811050,23800
5930,2014-11-25,24940,24960,24200,10284300,24400
5930,2014-11-24,24380,24520,24340,12336350,24460
5930,2014-11-21,24120,24400,24120,10024150,24200
5930,2014-11-20,24760,24760,24240,12502750,24360
5930,2014-11-19,24400,24540,24300,10754700,24400
5930,2014-11-18,23800,24400,23640,9693950,24100
5930,2014-11-17,24020,24020,23600,10621750,23880
5930,2014-11-14,24560,24640,23980,11547150,24000
5930,2014-11-13,24620,24680,24380,9079600,24600
5930,2014-11-12,25100,25220,24540,12141400,24620
5930,2014-11-11,24520,25380,24440,19202900,25360
5930,2014-11-10,24360,24360,23900,6030200,24120
5930,2014-11-07,23960,24200,23860,8570150,24080
5930,2014-11-06,24300,24500,23880,10162150,24040
5930,2014-11-05,24380,24840,24100,13000300,24340
5930,2014-11-04,25000,25040,24320,13475800,24700
5930,2014-11-03,23960,25000,23700,38623150,24880
5930,2014-10-31,22580,23660,22300,24566950,23620
5930,2014-10-30,22000,22600,21800,13726100,22600
5930,2014-10-29,21800,22000,21720,6243850,21820
5930,2014-10-28,22020,22220,21740,8388600,21900
5930,2014-10-27,22060,22240,21840,8378450,22240
5930,2014-10-24,22260,22260,21800,8505900,21880
5930,2014-10-23,21940,22080,21800,11127700,22080
5930,2014-10-22,21880,22000,21620,11766050,21660
5930,2014-10-21,22300,22340,22020,9476750,22120
5930,2014-10-20,22120,22300,21740,16281750,21780
5930,2014-10-17,22320,22420,22080,15148300,22300
5930,2014-10-16,22560,22900,22400,14143600,22500
5930,2014-10-15,22540,22920,22400,16572550,22540
5930,2014-10-14,21640,22540,21560,11344750,22160
5930,2014-10-13,22000,22280,21980,21837450,22100
5930,2014-10-10,22840,23020,22480,14720550,22600
5930,2014-10-08,23240,23720,23240,10149150,23240
5930,2014-10-07,22900,23120,22760,21252900,23020
5930,2014-10-06,23300,23300,22820,12732750,22820
5930,2014-10-02,23480,23660,23120,11929800,23120
5930,2014-10-01,23700,23760,23300,12379300,23680
5930,2014-09-30,23860,24000,23400,9401000,23900
5930,2014-09-29,23040,23700,22960,12413550,23700
5930,2014-09-26,23240,23320,22940,19414500,23120
5930,2014-09-25,23040,23220,22820,15789200,23000
5930,2014-09-24,23560,23700,23220,19541400,23220
5930,2014-09-23,24080,24080,23600,16022100,23760
5930,2014-09-22,24460,24460,24120,13435050,24200
5930,2014-09-19,24600,24600,24080,9476750,24200
5930,2014-09-18,24140,24520,24140,7545750,24520
5930,2014-09-17,24160,24300,24020,7092400,24120
5930,2014-09-16,24140,24160,23920,7161500,24000
5930,2014-09-15,24000,24160,24000,10872350,24020
5930,2014-09-12,24000,24140,23840,23309200,23840
5930,2014-09-11,24300,24320,23900,10770400,24020
5930,2014-09-05,24200,24320,24040,12099950,24200
5930,2014-09-04,24000,24000,23600,21238750,23780
5930,2014-09-03,24420,24500,23880,15899600,23880
5930,2014-09-02,24720,24740,24480,5664050,24520
5930,2014-09-01,24760,24760,24560,14558250,24680
5930,2014-08-29,25160,25160,24720,10311850,24840
5930,2014-08-28,24460,24740,24440,12171000,24600
5930,2014-08-27,24700,24700,24420,10719450,24440
5930,2014-08-26,24620,24620,24420,11577200,24560
5930,2014-08-25,24900,24940,24700,8407650,24940
5930,2014-08-22,25100,25220,24620,17105400,24700
5930,2014-08-21,25280,25420,25020,9430600,25220
5930,2014-08-20,25280,25460,25060,10044400,25080
5930,2014-08-19,25580,25600,25000,10518950,25000
5930,2014-08-18,25480,25640,25080,10447350,25220
5930,2014-08-14,25500,25500,24960,12845000,25280
5930,2014-08-13,25400,25880,25240,8995700,25320
5930,2014-08-12,25500,25640,25140,18619250,25400
5930,2014-08-11,25680,25700,24960,20621450,25000
5930,2014-08-08,26000,26040,25700,9527250,25800
5930,2014-08-07,26120,26320,25900,10830100,26000
5930,2014-08-06,26020,26420,26000,8626450,26320
5930,2014-08-05,26000,26340,25820,12066750,26340
5930,2014-08-04,26100,26560,25840,28231050,25840
5930,2014-08-01,27480,27700,26720,24351350,26860
5930,2014-07-31,27760,28160,27480,17359450,27900
5930,2014-07-30,27100,27760,27060,12809300,27720
5930,2014-07-29,27100,27340,26880,8992550,27160
5930,2014-07-28,26920,27100,26700,8790150,27100
5930,2014-07-25,27000,27160,26620,8051700,27100
5930,2014-07-24,27080,27140,26700,6417300,26760
5930,2014-07-23,26960,27160,26900,6300950,26960
5930,2014-07-22,26980,27200,26860,8059950,27060
5930,2014-07-21,26300,26860,26280,9742650,26860
5930,2014-07-18,26520,26700,26400,10922700,26600
5930,2014-07-17,26260,26460,26220,9114200,26420
5930,2014-07-16,26000,26460,25940,11976050,26400
5930,2014-07-15,25960,26000,25720,7082150,25720
5930,2014-07-14,26000,26040,25640,10779600,25680
5930,2014-07-11,26160,26220,26040,8960200,26120
5930,2014-07-10,25740,26160,25660,11829900,26160
5930,2014-07-09,25880,26380,25740,12073200,25900
5930,2014-07-08,25820,26020,25800,9437050,25840
5930,2014-07-07,26440,26520,26060,5978850,26120
5930,2014-07-04,26720,26720,26320,8543050,26360
5930,2014-07-03,26340,26620,26120,11139250,26600
5930,2014-07-02,26160,26280,26020,8725400,26200
5930,2014-07-01,26200,26480,26180,8881050,26440
5930,2014-06-30,26140,26380,26120,8953050,26220
5930,2014-06-27,26180,26860,26140,12765300,26500
5930,2014-06-26,26600,26660,26360,10231900,26400
5930,2014-06-25,26800,27080,26640,11890850,26900
5930,2014-06-24,26420,26640,26320,12488250,26440
5930,2014-06-23,26600,26600,25920,23902650,26020
5930,2014-06-20,26900,26980,26400,22339700,26460
5930,2014-06-19,27460,27520,27120,11044350,27160
5930,2014-06-18,27200,27560,27020,13476750,27480
5930,2014-06-17,27600,27640,27240,15319950,27480
5930,2014-06-16,28040,28080,27260,18589050,27340
5930,2014-06-13,28600,28600,28020,12943150,28260
5930,2014-06-12,28240,28600,28240,8625750,28440
5930,2014-06-11,28420,28760,28100,9214100,28720
5930,2014-06-10,29400,29460,28040,22269600,28180
5930,2014-06-09,29320,29600,29000,13507050,29140
5930,2014-06-05,29680,29900,29300,17234250,29400
5930,2014-06-03,28860,29160,28780,7439450,29100
5930,2014-06-02,29400,29640,28860,15831050,28860
5930,2014-05-30,29000,29300,28800,12521500,29200
5930,2014-05-29,28380,28700,28180,9200950,28660
5930,2014-05-28,28340,28460,28060,4748400,28140
5930,2014-05-27,28400,28640,28300,3735600,28440
5930,2014-05-26,28100,28560,28100,8511650,28560
5930,2014-05-23,28820,28960,28520,9540000,28520
5930,2014-05-22,28700,29000,28700,10842500,28820
5930,2014-05-21,28900,29080,28700,16007300,29020
5930,2014-05-20,28560,29000,28160,19281050,28960
5930,2014-05-19,28000,28740,27980,15856500,28560
5930,2014-05-16,28280,28380,28060,6806700,28200
5930,2014-05-15,28180,28300,28020,11103750,28300
5930,2014-05-14,27760,28500,27760,12107400,28000
5930,2014-05-13,26720,27900,26640,15944800,27760
5930,2014-05-12,27120,27160,26520,13157050,26700
5930,2014-05-09,27100,27100,26880,16281900,27000
5930,2014-05-08,27000,27120,26800,14189700,26880
5930,2014-05-07,27080,27180,26880,14943350,26920
5930,2014-05-02,27600,27620,26520,15047300,26860
5930,2014-04-30,27780,27900,27020,10909200,27200
5930,2014-04-29,28080,28120,27640,9431450,27760
5930,2014-04-28,28400,28560,27960,15269800,27980
5930,2014-04-25,28180,28180,27980,10546200,28140
5930,2014-04-24,27880,27900,27640,9500750,27780
5930,2014-04-23,27480,27680,27420,6084300,27500
5930,2014-04-22,27580,27720,27500,3299250,27600
5930,2014-04-21,27400,27580,27400,9518350,27560
5930,2014-04-18,27520,27600,27320,7241650,27400
5930,2014-04-17,27400,27840,27260,9308550,27600
5930,2014-04-16,27720,27740,27380,10969800,27400
5930,2014-04-15,27300,27720,27300,10586000,27400
5930,2014-04-14,27240,27360,27180,10659350,27300
5930,2014-04-11,27380,27600,27200,9999200,27600
5930,2014-04-10,27880,27900,27280,16061600,27420
5930,2014-04-09,27740,27980,27500,10608200,27880
5930,2014-04-08,27940,27940,27480,10761750,27940
5930,2014-04-07,27540,27940,27540,18400350,27600
5930,2014-04-04,27020,27900,27020,19098800,27800
5930,2014-04-03,27000,27140,26860,13100050,27140
5930,2014-04-02,26900,26900,26620,11081000,26780
5930,2014-04-01,26900,26900,26440,13259850,26860
5930,2014-03-31,26400,26760,26400,10648700,26700
5930,2014-03-28,25800,26660,25700,20877850,26660
5930,2014-03-27,25380,25800,24960,17444700,25700
5930,2014-03-26,25380,25400,24820,13625000,24940
5930,2014-03-25,25200,25480,25180,7073900,25460
5930,2014-03-24,25380,25460,25240,8321300,25460
5930,2014-03-21,25400,25440,25240,5939400,25240
5930,2014-03-20,25600,25700,25360,7638550,25380
5930,2014-03-19,25400,25660,25320,11045600,25560
5930,2014-03-18,25500,25520,25160,8820000,25320
5930,2014-03-17,25400,25700,25400,10836800,25500
5930,2014-03-14,25880,26260,25800,11750200,25800
5930,2014-03-13,26400,26400,25860,12579250,25880
5930,2014-03-12,26400,26540,26180,9079800,26440
5930,2014-03-11,26400,26600,26340,8657600,26400
5930,2014-03-10,26780,26780,26580,7548650,26780
5930,2014-03-07,26580,26580,26200,8616750,26520
5930,2014-03-06,26700,26820,26600,7491500,26600
5930,2014-03-05,26400,26580,26300,7900150,26300
5930,2014-03-04,26720,26800,26420,12104150,26500
5930,2014-03-03,26740,26980,26640,14232350,26980
5930,2014-02-28,26700,26840,26600,7891350,26820
5930,2014-02-27,26740,26860,26500,12918050,26840
5930,2014-02-26,26640,26800,26520,8785300,26680
5930,2014-02-25,26680,26900,26420,7425050,26560
5930,2014-02-24,26660,26660,26000,14346200,26600
5930,2014-02-21,25800,25920,25620,9543300,25720
5930,2014-02-20,26000,26000,25600,6179750,25800
5930,2014-02-19,25700,25980,25640,5910650,25900
5930,2014-02-18,25840,26120,25600,9386650,25700
5930,2014-02-17,25920,26160,25840,6220750,26020
5930,2014-02-14,26000,26400,25800,5838450,25960
5930,2014-02-13,26620,26620,26100,10027400,26140
5930,2014-02-12,25620,26300,25440,12684000,26220
5930,2014-02-11,25420,25620,25240,7799650,25540
5930,2014-02-10,25500,25580,25260,9943600,25500
5930,2014-02-07,24900,25340,24800,15197450,25180
5930,2014-02-06,24900,25100,24680,14926650,24740
5930,2014-02-05,25260,25260,24980,16033000,24980
5930,2014-02-04,25720,25760,25420,16259200,25440
5930,2014-02-03,25600,25760,25540,19181850,25600
5930,2014-01-29,25460,25860,25460,11701350,25660
5930,2014-01-28,25860,26080,25700,13346300,25840
5930,2014-01-27,26000,26360,25820,14001750,26140
5930,2014-01-24,26320,26440,25980,10336950,25980
5930,2014-01-23,26280,26560,26240,10826500,26560
5930,2014-01-22,26300,26540,26220,7562300,26480
5930,2014-01-21,26100,26380,25920,8682800,26320
5930,2014-01-20,26020,26300,25840,12774250,25840
5930,2014-01-17,26000,26200,25860,9752450,26020
5930,2014-01-16,26600,26620,25960,11747450,25980
5930,2014-01-15,25940,26600,25800,14716650,26260
5930,2014-01-14,25660,25940,25460,16449350,25900
5930,2014-01-13,25500,25720,25440,18189150,25440
5930,2014-01-10,26140,26140,25500,21250950,25500
5930,2014-01-09,26000,26080,25740,20474650,25820
5930,2014-01-08,26000,26360,25900,19763200,26080
5930,2014-01-07,26060,26400,25920,19735800,26140
5930,2014-01-06,26000,26220,25740,26496600,25920
5930,2014-01-03,26960,27100,26040,31025000,26180
5930,2014-01-02,27920,27940,27200,16908100,27440
5930,2013-12-30,28200,28220,27900,10510000,27920
5930,2013-12-27,28160,28300,28020,12307800,28160
5930,2013-12-26,28600,28640,28300,10980350,28300
5930,2013-12-24,28740,28760,28580,10639200,28660
5930,2013-12-23,28260,28540,28260,8407400,28540
5930,2013-12-20,28360,28680,28360,10552400,28540
5930,2013-12-19,28100,28200,27880,10899200,28020
5930,2013-12-18,28340,28340,27860,7762400,27900
5930,2013-12-17,27820,28080,27660,8954400,28000
5930,2013-12-16,28200,28220,27800,10053250,27800
5930,2013-12-13,27920,28200,27920,14962050,28200
5930,2013-12-12,28520,28880,28320,10629150,28400
5930,2013-12-11,28820,29020,28620,7755600,28800
5930,2013-12-10,28800,29080,28800,6996900,29080
5930,2013-12-09,29080,29080,28560,9147450,28560
5930,2013-12-06,28660,28920,28440,10479650,28800
5930,2013-12-05,29000,29060,28620,10844000,28640
5930,2013-12-04,29280,29560,29140,7798600,29220
5930,2013-12-03,30000,30060,29340,7487800,29340
5930,2013-12-02,29980,29980,29700,6752200,29880
5930,2013-11-29,29600,29880,29580,10644900,29880
5930,2013-11-28,29340,29520,29200,9351700,29400
5930,2013-11-27,29160,29580,29100,8586250,29580
5930,2013-11-26,29020,29440,29020,6615300,29300
5930,2013-11-25,28820,29120,28620,8574600,29000
5930,2013-11-22,29440,29440,28640,9019800,28800
5930,2013-11-21,29460,29740,29280,8178150,29400
5930,2013-11-20,29660,29780,29540,8183550,29780
5930,2013-11-19,29400,29520,29300,6386800,29480
5930,2013-11-18,28680,29240,28640,8339250,29240
5930,2013-11-15,29100,29100,28480,10132150,28480
5930,2013-11-14,28900,28980,28380,9995200,28380
5930,2013-11-13,28800,29320,28720,9784900,29120
5930,2013-11-12,28500,28680,28180,8563850,28560
